J_100 Jacobi matrix parameters (forward computation, 1000-digit run; checkpoint stored to 80 digits)
Construction: xi Taylor coefficients (Cauchy) -> log-moments S_k (Mercator) -> Hankel -> Gram-Schmidt (Stieltjes)
No zeros were used as input. Spectrum emerges from the matrix itself.
Run: 2026-08-28/29, total wall time 3878 s, h_n ~ 10^-888 at N=100

Diagonal elements alpha_n:
  alpha[  0] = 0.00160885567459714097532634822102659989856812475500636490871501
  alpha[  1] = 0.00350058923527306821157240556141407303632969266283749550191312
  alpha[  2] = 0.00179834313723539047532005102457510255805324684597832499232157
  alpha[  3] = 0.00121717883321903340421569561149103070981013372029451458389342
  alpha[  4] = 0.00107329815838289998339094247500215873926125145523818001290805
  alpha[  5] = 0.000866027754341004308530957244004486378525605681833309798113454
  alpha[  6] = 0.000598701399207995887710169952848868286349150231765010831019762
  alpha[  7] = 0.000548285499606810880232859371715698855647880103233184432610281
  alpha[  8] = 0.000569629829291565198752455729142316755017417454013727238453053
  alpha[  9] = 0.000450221782176236046018261032055967590669234896384229672581458
  alpha[ 10] = 0.000400323102381813241196919304421936648018720558988218755017953
  alpha[ 11] = 0.0003318402747490984383651799400779665411164476844704717035902
  alpha[ 12] = 0.000301957662502756121093932836488940561939632928371070603048117
  alpha[ 13] = 0.000335380865189699508483195570288433205523366787318545301166812
  alpha[ 14] = 0.000263764958392839367148726357834092890699984779331447403328555
  alpha[ 15] = 0.000233698055090876589025229703282395830786559484437255916348326
  alpha[ 16] = 0.000217136482968071224448218990729303664499396513670949256870398
  alpha[ 17] = 0.000225670617317972985131500096394912457678935645534564172082632
  alpha[ 18] = 0.000215645005617949415651169351844954032829327431662910464302477
  alpha[ 19] = 0.000187674974834711734675663926730147141859322905817364190966439
  alpha[ 20] = 0.000185042481520488016175214824823976058845137309708458891283327
  alpha[ 21] = 0.000149196902879161150464166833919167147877659190271243440468202
  alpha[ 22] = 0.000143276878857316346382871332508225709137093510223464766766502
  alpha[ 23] = 0.000147037015344610040234831022621016890634882936369107648343039
  alpha[ 24] = 0.000159044947131587391965342016443020913024770319522208623364192
  alpha[ 25] = 0.000129148405108061912639100624785299606887194334200006685538278
  alpha[ 26] = 0.000127579529119534199127674585447787241482769187538920417654602
  alpha[ 27] = 0.00012008819283576751826745390905403159268138664498179852538123
  alpha[ 28] = 0.000112531868391524918492285196800923202995271794085793830900056
  alpha[ 29] = 0.000114200862508352802066233371185587858571819265968802747038735
  alpha[ 30] = 0.000112072641530292039825209689049659976323517595236955723118467
  alpha[ 31] = 0.0000989894845689042318536265878047896180441277554218483916169637
  alpha[ 32] = 0.0000952978207163240400726419468324090153753195970716123629074696
  alpha[ 33] = 0.0000863820773608068740157710103693066602097278011258251052831017
  alpha[ 34] = 0.0000831947509913532748530617599898050675008737804687830004256361
